student_id,exam_type,grade,sub_segment,vle_total_clicks,avg_focus_duration_mins,phone_distraction_10min_count,parent_report_open_rate,assessment_avg_score,late_submission_ratio,anxiety_survey_score,night_study_ratio,churn_90d
STU_10809,LGS,8,Başlayamayan,165,7.1,2,0.42,37.1,0.7,4.0,0.16,0
STU_10810,YKS_TYT_AYT,12,Geceye Kayan,680,46.2,3,0.5,59.3,0.09,7.3,0.95,0
STU_10811,YKS_TYT_AYT,11,Telefonla Dağılan,474,18.5,4,0.43,63.4,0.3,4.8,0.29,1
STU_10812,LGS,8,Yarıda Bırakan,301,14.6,4,0.66,62.5,0.22,4.2,0.41,1
STU_10813,YKS_TYT_AYT,12,Yarıda Bırakan,381,20.8,2,0.61,61.5,0.42,3.0,0.07,1
STU_10814,YKS_TYT_AYT,Mezun,Başlayamayan,114,15.5,2,0.14,41.2,0.84,7.3,0.24,1
STU_10815,YKS_TYT_AYT,11,Geceye Kayan,593,33.5,4,0.47,73.3,0.32,7.6,0.78,0
STU_10816,YKS_TYT_AYT,11,Başlayamayan,144,12.1,0,0.22,61.6,0.94,5.5,0.16,1
STU_10817,LGS,8,Telefonla Dağılan,753,22.5,9,0.73,68.1,0.64,6.3,0.66,0
STU_10818,LGS,8,Yarıda Bırakan,288,15.8,1,0.34,63.7,0.53,6.6,0.3,0
STU_10819,LGS,8,Geceye Kayan,503,34.6,4,0.67,63.7,0.39,4.4,0.69,0
STU_10820,YKS_TYT_AYT,12,Yarıda Bırakan,233,19.8,2,0.19,50.2,0.65,5.7,0.18,1
STU_10821,LGS,8,Telefonla Dağılan,418,28.3,11,0.29,71.9,0.35,5.1,0.43,1
STU_10822,LGS,8,Telefonla Dağılan,637,14.6,5,0.58,75.0,0.62,3.5,0.51,0
STU_10823,LGS,8,Telefonla Dağılan,400,8.0,4,0.72,80.0,0.26,8.7,0.71,1
STU_10824,YKS_TYT_AYT,12,Başlayamayan,95,10.4,1,0.39,41.1,0.95,6.9,0.65,0
STU_10825,YKS_TYT_AYT,12,Başlayamayan,60,19.4,1,0.22,66.5,0.55,6.5,0.55,1
STU_10826,LGS,8,Başlayamayan,131,13.7,0,0.48,42.6,0.67,6.0,0.29,1
STU_10827,LGS,8,Telefonla Dağılan,662,32.6,8,0.72,55.5,0.57,4.3,0.25,0
STU_10828,YKS_TYT_AYT,12,Başlayamayan,114,14.1,1,0.36,54.0,0.78,5.6,0.19,1
STU_10829,YKS_TYT_AYT,11,Telefonla Dağılan,377,28.5,3,0.77,75.1,0.18,7.7,0.64,0
STU_10830,LGS,8,Başlayamayan,89,18.8,2,0.39,36.9,0.88,7.6,0.22,1
STU_10831,YKS_TYT_AYT,11,Kaygıyla Erteleyen,368,21.4,6,0.9,82.1,0.46,8.7,0.17,0
STU_10832,LGS,8,Geceye Kayan,639,19.8,2,0.97,97.6,0.07,5.3,0.7,0
STU_10833,LGS,8,Telefonla Dağılan,407,30.1,5,0.33,49.2,0.44,5.7,0.48,0
STU_10834,YKS_TYT_AYT,11,Yarıda Bırakan,188,21.3,3,0.55,62.7,0.42,6.7,0.73,0
STU_10835,LGS,8,Yarıda Bırakan,236,19.1,4,0.77,51.9,0.73,5.1,0.18,1
STU_10836,YKS_TYT_AYT,11,Başlayamayan,95,6.1,3,0.15,56.0,0.82,8.5,0.22,0
STU_10837,LGS,8,Yarıda Bırakan,286,27.2,1,0.56,43.3,0.78,3.7,0.55,1
STU_10838,YKS_TYT_AYT,Mezun,Telefonla Dağılan,381,27.2,4,0.61,69.3,0.37,2.4,0.3,0
STU_10839,YKS_TYT_AYT,11,Telefonla Dağılan,509,20.9,8,0.81,61.0,0.48,5.2,0.72,0
STU_10840,LGS,8,Geceye Kayan,533,28.0,9,0.68,77.3,0.55,7.3,0.84,0
STU_10841,YKS_TYT_AYT,12,Yarıda Bırakan,258,21.5,5,0.66,59.6,0.35,4.6,0.28,1
STU_10842,LGS,8,Telefonla Dağılan,733,15.7,5,0.47,59.9,0.51,3.6,0.46,0
STU_10843,YKS_TYT_AYT,Mezun,Telefonla Dağılan,605,18.1,8,0.22,54.5,0.46,2.9,0.14,0
STU_10844,LGS,8,Telefonla Dağılan,595,28.3,6,0.23,48.7,0.15,6.3,0.9,0
STU_10845,LGS,8,Yarıda Bırakan,165,12.8,2,0.38,48.5,0.73,4.8,0.54,1
STU_10846,LGS,8,Yarıda Bırakan,197,18.4,3,0.52,45.5,0.51,3.9,0.32,0
STU_10847,YKS_TYT_AYT,11,Telefonla Dağılan,674,15.6,10,0.53,66.1,0.41,4.2,0.87,1
STU_10848,YKS_TYT_AYT,12,Telefonla Dağılan,605,14.8,4,0.67,62.1,0.63,3.6,0.24,1
STU_10849,YKS_TYT_AYT,11,Geceye Kayan,876,29.5,2,0.7,74.8,0.45,5.6,0.59,0
STU_10850,LGS,8,Yarıda Bırakan,285,21.0,1,0.45,68.0,0.32,5.9,0.45,0
STU_10851,YKS_TYT_AYT,12,Başlayamayan,72,9.8,1,0.15,55.6,0.8,7.9,0.15,1
STU_10852,LGS,8,Telefonla Dağılan,382,16.5,4,0.24,70.6,0.44,4.5,0.55,0
STU_10853,YKS_TYT_AYT,11,Telefonla Dağılan,572,22.8,6,0.45,75.7,0.33,6.1,0.37,0
STU_10854,LGS,8,Başlayamayan,180,20.8,3,0.48,47.5,0.78,6.5,0.17,0
STU_10855,LGS,8,Kaygıyla Erteleyen,341,23.1,2,0.73,65.7,0.77,9.3,0.39,0
STU_10856,LGS,8,Geceye Kayan,689,40.8,2,0.46,83.0,0.57,6.2,0.64,0
STU_10857,YKS_TYT_AYT,11,Geceye Kayan,771,19.1,2,0.65,80.0,0.15,4.7,0.74,0
STU_10858,YKS_TYT_AYT,Mezun,Başlayamayan,185,8.9,2,0.34,54.8,0.77,7.2,0.05,1
STU_10859,LGS,8,Kaygıyla Erteleyen,179,33.4,1,0.79,75.8,0.84,8.6,0.08,1
STU_10860,YKS_TYT_AYT,12,Telefonla Dağılan,336,23.8,3,0.26,72.7,0.3,2.7,0.54,1
STU_10861,YKS_TYT_AYT,12,Yarıda Bırakan,209,19.6,2,0.21,67.0,0.27,6.5,0.21,1
STU_10862,YKS_TYT_AYT,11,Telefonla Dağılan,476,26.5,6,0.24,42.1,0.34,4.9,0.51,1
STU_10863,YKS_TYT_AYT,11,Kaygıyla Erteleyen,307,34.6,3,0.49,68.4,0.68,8.7,0.03,0
STU_10864,LGS,8,Telefonla Dağılan,416,25.7,5,0.81,89.7,0.32,4.6,0.1,1
STU_10865,YKS_TYT_AYT,12,Yarıda Bırakan,285,20.5,1,0.31,65.4,0.52,6.7,0.45,0
STU_10866,LGS,8,Telefonla Dağılan,644,30.1,9,0.66,57.0,0.56,4.8,0.49,1
STU_10867,LGS,8,Telefonla Dağılan,559,28.7,6,0.7,66.1,0.51,2.0,0.3,1
STU_10868,YKS_TYT_AYT,11,Başlayamayan,145,19.0,0,0.37,28.2,0.76,5.1,0.63,1
STU_10869,YKS_TYT_AYT,12,Geceye Kayan,514,41.0,4,0.82,59.9,0.14,3.3,0.86,0
STU_10870,LGS,8,Telefonla Dağılan,401,26.9,5,0.75,28.9,0.43,3.9,0.76,0
STU_10871,LGS,8,Telefonla Dağılan,759,19.2,7,0.55,61.1,0.26,3.8,0.75,1
STU_10872,YKS_TYT_AYT,12,Başlayamayan,108,8.5,2,0.14,47.5,0.8,6.2,0.16,1
STU_10873,LGS,8,Telefonla Dağılan,619,19.8,6,0.82,81.4,0.18,3.6,0.59,1
STU_10874,LGS,8,Başlayamayan,190,13.0,3,0.29,50.0,0.68,8.0,0.24,1
STU_10875,LGS,8,Başlayamayan,154,13.5,1,0.34,50.1,0.56,2.7,0.17,1
STU_10876,YKS_TYT_AYT,12,Telefonla Dağılan,482,28.8,5,0.48,37.5,0.71,6.0,0.35,1
STU_10877,YKS_TYT_AYT,Mezun,Yarıda Bırakan,142,13.6,4,0.33,65.8,0.53,4.0,0.47,0
STU_10878,LGS,8,Telefonla Dağılan,674,20.6,5,0.51,62.2,0.41,3.1,0.42,0
STU_10879,LGS,8,Başlayamayan,84,8.7,0,0.1,46.5,0.73,6.7,0.37,0
STU_10880,LGS,8,Yarıda Bırakan,283,19.9,4,0.35,62.7,0.4,3.7,0.2,0
STU_10881,YKS_TYT_AYT,11,Başlayamayan,106,8.9,0,0.61,38.3,0.82,7.4,0.18,0
STU_10882,LGS,8,Geceye Kayan,542,36.6,4,0.83,65.1,0.5,3.7,0.91,0
STU_10883,LGS,8,Telefonla Dağılan,373,13.2,3,0.5,47.4,0.37,4.0,0.26,1
STU_10884,YKS_TYT_AYT,12,Telefonla Dağılan,503,33.0,4,0.78,50.6,0.26,3.7,0.64,0
STU_10885,LGS,8,Yarıda Bırakan,343,14.6,4,0.25,58.1,0.43,4.5,0.41,0
STU_10886,YKS_TYT_AYT,12,Başlayamayan,152,7.7,3,0.18,39.4,0.98,4.3,0.32,1
STU_10887,LGS,8,Geceye Kayan,591,44.6,2,0.79,59.0,0.11,4.5,0.95,1
STU_10888,LGS,8,Yarıda Bırakan,246,10.9,0,0.52,43.4,0.48,4.4,0.47,0
STU_10889,LGS,8,Yarıda Bırakan,215,22.2,5,0.37,55.2,0.73,5.2,0.1,1
STU_10890,YKS_TYT_AYT,12,Telefonla Dağılan,619,30.1,8,0.44,51.3,0.32,2.9,0.82,0
STU_10891,YKS_TYT_AYT,11,Başlayamayan,134,19.6,0,0.12,55.5,0.64,6.0,0.57,1
STU_10892,YKS_TYT_AYT,11,Kaygıyla Erteleyen,339,25.8,2,0.85,58.7,0.82,7.3,0.27,1
STU_10893,LGS,8,Telefonla Dağılan,478,14.6,5,0.52,46.1,0.77,4.1,0.71,0
STU_10894,YKS_TYT_AYT,Mezun,Yarıda Bırakan,159,3.2,3,0.72,50.9,0.44,3.7,0.39,0
STU_10895,LGS,8,Başlayamayan,118,12.0,1,0.33,55.9,0.84,9.4,0.4,1
STU_10896,LGS,8,Başlayamayan,105,11.9,0,0.7,51.0,0.98,8.6,0.29,1
STU_10897,YKS_TYT_AYT,12,Geceye Kayan,541,30.3,4,0.87,91.5,0.31,7.3,0.78,1
STU_10898,LGS,8,Telefonla Dağılan,409,14.7,9,0.8,57.1,0.69,6.1,0.89,0
STU_10899,LGS,8,Yarıda Bırakan,227,19.8,3,0.4,60.3,0.6,4.6,0.18,0
STU_10900,LGS,8,Başlayamayan,188,13.3,1,0.38,39.2,0.75,8.2,0.16,1
STU_10901,LGS,8,Telefonla Dağılan,677,35.2,6,0.51,68.0,0.71,6.4,0.43,0
STU_10902,LGS,8,Telefonla Dağılan,414,21.9,7,0.64,56.9,0.71,4.5,0.85,1
STU_10903,YKS_TYT_AYT,12,Yarıda Bırakan,163,14.4,1,0.71,43.9,0.38,5.9,0.57,1
STU_10904,YKS_TYT_AYT,12,Yarıda Bırakan,330,16.1,0,0.36,51.8,0.41,6.6,0.27,1
STU_10905,YKS_TYT_AYT,11,Başlayamayan,67,12.4,1,0.39,80.5,0.63,3.4,0.68,1
STU_10906,YKS_TYT_AYT,12,Telefonla Dağılan,622,31.1,6,0.85,73.4,0.11,3.2,0.33,1
STU_10907,LGS,8,Geceye Kayan,977,50.2,1,0.73,79.0,0.26,4.1,0.85,0
STU_10908,LGS,8,Başlayamayan,83,17.9,1,0.5,57.8,0.73,9.5,0.14,0
STU_10909,LGS,8,Telefonla Dağılan,584,26.1,7,0.12,77.5,0.19,8.3,0.39,1
STU_10910,YKS_TYT_AYT,12,Yarıda Bırakan,188,14.2,4,0.37,60.8,0.77,5.4,0.04,0
STU_10911,LGS,8,Yarıda Bırakan,252,16.9,7,0.29,69.7,0.53,4.4,0.37,0
STU_10912,YKS_TYT_AYT,12,Yarıda Bırakan,212,13.6,6,0.28,65.8,0.66,5.8,0.63,1
STU_10913,LGS,8,Kaygıyla Erteleyen,464,26.6,1,0.59,79.7,0.83,9.4,0.68,0
STU_10914,YKS_TYT_AYT,12,Telefonla Dağılan,404,19.8,5,0.33,47.3,0.11,4.6,0.62,0
STU_10915,YKS_TYT_AYT,12,Telefonla Dağılan,383,9.9,7,0.48,60.4,0.07,4.4,0.18,0
STU_10916,LGS,8,Yarıda Bırakan,265,14.4,1,0.43,63.9,0.63,6.0,0.5,1
STU_10917,YKS_TYT_AYT,11,Başlayamayan,146,6.2,2,0.6,50.3,0.93,7.4,0.14,1
STU_10918,YKS_TYT_AYT,12,Başlayamayan,80,19.2,2,0.24,47.8,0.77,5.6,0.34,1
STU_10919,LGS,8,Telefonla Dağılan,558,26.7,7,0.71,77.7,0.62,4.7,0.4,1
STU_10920,YKS_TYT_AYT,11,Başlayamayan,111,15.5,1,0.28,83.5,0.68,8.0,0.19,1
STU_10921,YKS_TYT_AYT,Mezun,Telefonla Dağılan,386,28.0,9,0.44,72.7,0.16,3.7,0.25,0
STU_10922,YKS_TYT_AYT,12,Yarıda Bırakan,371,17.1,2,0.68,28.2,0.58,4.5,0.49,0
STU_10923,YKS_TYT_AYT,12,Yarıda Bırakan,261,16.3,2,0.38,66.0,0.43,5.3,0.18,1
STU_10924,YKS_TYT_AYT,Mezun,Yarıda Bırakan,259,17.6,4,0.27,72.8,0.48,5.1,0.17,0
STU_10925,LGS,8,Yarıda Bırakan,195,15.9,2,0.33,55.5,0.63,5.9,0.38,1
STU_10926,LGS,8,Başlayamayan,112,9.8,1,0.32,28.8,0.72,8.0,0.47,1
STU_10927,YKS_TYT_AYT,Mezun,Yarıda Bırakan,261,22.7,2,0.52,59.4,0.51,5.0,0.09,1
STU_10928,YKS_TYT_AYT,12,Telefonla Dağılan,430,25.8,11,0.68,66.2,0.71,3.7,0.31,0
STU_10929,LGS,8,Telefonla Dağılan,460,22.0,7,0.19,52.1,0.56,5.7,0.73,1
STU_10930,LGS,8,Yarıda Bırakan,203,16.6,2,0.2,64.3,0.2,5.8,0.35,0
STU_10931,YKS_TYT_AYT,12,Yarıda Bırakan,303,17.3,5,0.06,49.9,0.3,4.1,0.3,1
STU_10932,YKS_TYT_AYT,12,Başlayamayan,50,13.3,0,0.29,48.4,0.66,5.5,0.23,1
STU_10933,YKS_TYT_AYT,12,Başlayamayan,103,11.9,2,0.37,36.7,0.57,6.1,0.29,1
STU_10934,LGS,8,Başlayamayan,63,14.5,1,0.12,46.9,0.85,7.7,0.27,0
STU_10935,LGS,8,Geceye Kayan,671,41.3,1,0.77,71.7,0.3,3.9,0.79,0
STU_10936,LGS,8,Başlayamayan,131,11.1,0,0.11,28.8,0.47,8.2,0.71,1
STU_10937,YKS_TYT_AYT,12,Yarıda Bırakan,200,15.5,3,0.23,56.9,0.73,5.6,0.07,1
STU_10938,LGS,8,Yarıda Bırakan,206,21.3,3,0.6,51.4,0.09,4.7,0.49,0
STU_10939,YKS_TYT_AYT,12,Başlayamayan,149,17.1,2,0.25,55.0,0.71,6.8,0.36,1
STU_10940,LGS,8,Telefonla Dağılan,581,12.5,4,0.39,56.7,0.25,3.8,0.36,1
STU_10941,YKS_TYT_AYT,Mezun,Başlayamayan,151,10.3,1,0.44,34.4,0.52,7.9,0.43,0
STU_10942,YKS_TYT_AYT,12,Başlayamayan,180,11.5,2,0.19,34.4,0.77,7.6,0.66,1
STU_10943,YKS_TYT_AYT,12,Telefonla Dağılan,350,22.2,5,0.47,62.5,0.39,3.1,0.78,1
STU_10944,LGS,8,Yarıda Bırakan,199,12.8,3,0.67,58.4,0.49,6.1,0.44,1
STU_10945,LGS,8,Telefonla Dağılan,586,18.7,1,0.25,66.1,0.33,5.2,0.67,0
STU_10946,LGS,8,Telefonla Dağılan,409,31.5,9,0.37,75.8,0.28,4.2,0.68,0
STU_10947,YKS_TYT_AYT,12,Yarıda Bırakan,215,10.6,2,0.66,55.3,0.21,5.0,0.14,0
STU_10948,YKS_TYT_AYT,12,Telefonla Dağılan,429,25.4,4,0.28,66.6,0.31,3.3,0.52,0
STU_10949,YKS_TYT_AYT,12,Başlayamayan,71,11.2,0,0.26,36.0,0.37,8.6,0.12,1
STU_10950,YKS_TYT_AYT,Mezun,Telefonla Dağılan,480,33.9,12,0.74,70.5,0.31,1.9,0.58,0
STU_10951,YKS_TYT_AYT,11,Yarıda Bırakan,380,13.9,1,0.21,54.1,0.7,5.9,0.26,0
STU_10952,LGS,8,Yarıda Bırakan,179,18.4,1,0.2,58.0,0.21,4.4,0.54,0
STU_10953,YKS_TYT_AYT,Mezun,Telefonla Dağılan,576,15.7,6,0.57,49.1,0.63,2.8,0.51,0
STU_10954,LGS,8,Kaygıyla Erteleyen,277,27.6,2,0.72,68.2,0.39,9.3,0.18,1
STU_10955,LGS,8,Geceye Kayan,682,27.9,4,0.67,75.9,0.17,6.5,0.92,0
STU_10956,YKS_TYT_AYT,12,Telefonla Dağılan,465,29.0,6,0.64,67.3,0.08,5.6,0.16,0
STU_10957,LGS,8,Yarıda Bırakan,261,20.7,6,0.53,52.5,0.6,4.5,0.53,1
STU_10958,LGS,8,Yarıda Bırakan,261,18.1,4,0.18,61.2,0.44,6.9,0.35,1
STU_10959,YKS_TYT_AYT,11,Yarıda Bırakan,194,23.5,3,0.56,67.2,0.74,6.1,0.12,1
STU_10960,LGS,8,Telefonla Dağılan,559,27.6,6,0.93,49.9,0.49,4.1,0.28,0
STU_10961,YKS_TYT_AYT,12,Yarıda Bırakan,226,16.7,1,0.17,62.7,0.54,6.5,0.29,1
STU_10962,LGS,8,Geceye Kayan,553,35.1,3,0.51,67.9,0.56,3.5,0.65,0
STU_10963,LGS,8,Yarıda Bırakan,309,20.2,3,0.15,39.4,0.54,5.3,0.42,1
STU_10964,LGS,8,Yarıda Bırakan,169,19.4,2,0.1,54.5,0.24,4.0,0.42,1
STU_10965,LGS,8,Yarıda Bırakan,224,11.3,2,0.41,50.4,0.17,3.7,0.41,1
STU_10966,YKS_TYT_AYT,11,Kaygıyla Erteleyen,311,27.7,2,0.93,66.9,0.78,9.2,0.54,0
STU_10967,LGS,8,Telefonla Dağılan,939,19.1,7,0.61,76.2,0.33,6.2,0.63,0
STU_10968,YKS_TYT_AYT,12,Telefonla Dağılan,456,13.5,6,0.29,49.3,0.33,5.3,0.52,1
STU_10969,YKS_TYT_AYT,12,Yarıda Bırakan,226,13.1,1,0.66,55.7,0.88,4.6,0.3,1
STU_10970,YKS_TYT_AYT,12,Kaygıyla Erteleyen,279,22.7,2,0.91,57.9,0.64,8.1,0.33,1
STU_10971,YKS_TYT_AYT,12,Başlayamayan,128,5.4,2,0.34,31.5,0.79,6.2,0.26,1
STU_10972,YKS_TYT_AYT,Mezun,Kaygıyla Erteleyen,264,30.7,1,0.61,85.4,0.87,9.1,0.18,0
STU_10973,LGS,8,Telefonla Dağılan,749,25.3,4,0.76,64.9,0.39,4.3,0.55,0
STU_10974,LGS,8,Yarıda Bırakan,268,15.6,5,0.17,51.8,0.75,4.2,0.19,0
STU_10975,LGS,8,Telefonla Dağılan,544,19.6,6,0.6,50.6,0.16,4.1,0.54,1
STU_10976,YKS_TYT_AYT,12,Telefonla Dağılan,566,31.8,8,0.34,45.6,0.4,5.3,0.58,0
STU_10977,LGS,8,Başlayamayan,63,15.8,0,0.31,56.7,0.62,4.4,0.21,0
STU_10978,YKS_TYT_AYT,12,Kaygıyla Erteleyen,206,19.8,0,0.74,79.9,0.73,9.7,0.05,1
STU_10979,YKS_TYT_AYT,11,Yarıda Bırakan,256,26.2,1,0.39,36.1,0.94,5.3,0.2,1
STU_10980,LGS,8,Yarıda Bırakan,180,13.0,4,0.4,67.3,0.55,6.1,0.45,0
STU_10981,YKS_TYT_AYT,12,Başlayamayan,91,14.3,0,0.57,50.3,0.69,5.6,0.68,0
STU_10982,LGS,8,Yarıda Bırakan,170,14.4,1,0.59,58.5,0.24,7.3,0.27,1
STU_10983,LGS,8,Telefonla Dağılan,419,24.9,9,0.22,64.0,0.65,5.9,0.5,0
STU_10984,YKS_TYT_AYT,11,Yarıda Bırakan,304,13.7,2,0.56,54.7,0.43,3.2,0.39,1
STU_10985,YKS_TYT_AYT,12,Telefonla Dağılan,406,14.2,7,0.78,68.0,0.2,5.2,0.24,0
STU_10986,YKS_TYT_AYT,11,Yarıda Bırakan,253,18.1,4,0.7,60.9,0.22,4.2,0.25,0
STU_10987,YKS_TYT_AYT,12,Geceye Kayan,583,45.0,4,0.88,68.3,0.26,4.5,0.94,1
STU_10988,LGS,8,Telefonla Dağılan,559,30.7,5,0.52,64.8,0.38,4.8,0.47,0
STU_10989,YKS_TYT_AYT,12,Kaygıyla Erteleyen,386,35.3,3,0.76,54.5,0.53,9.5,0.6,0
STU_10990,YKS_TYT_AYT,12,Başlayamayan,77,3.9,2,0.31,40.7,0.53,5.8,0.17,0
STU_10991,YKS_TYT_AYT,12,Yarıda Bırakan,161,20.4,5,0.51,65.9,0.65,6.1,0.32,0
STU_10992,LGS,8,Yarıda Bırakan,273,20.1,3,0.63,52.2,0.27,5.7,0.15,0
STU_10993,YKS_TYT_AYT,12,Telefonla Dağılan,567,24.6,3,0.68,53.6,0.27,6.0,0.61,0
STU_10994,LGS,8,Kaygıyla Erteleyen,328,35.0,1,0.82,71.8,0.93,8.9,0.07,1
STU_10995,LGS,8,Başlayamayan,85,16.5,2,0.32,62.7,0.8,5.3,0.38,0
STU_10996,YKS_TYT_AYT,12,Başlayamayan,225,12.9,1,0.4,10.1,0.54,7.7,0.12,1
STU_10997,LGS,8,Kaygıyla Erteleyen,239,31.7,0,0.51,74.3,0.65,9.5,0.37,0
STU_10998,YKS_TYT_AYT,12,Başlayamayan,106,15.4,2,0.03,28.4,0.49,6.9,0.58,0
STU_10999,YKS_TYT_AYT,Mezun,Telefonla Dağılan,491,22.6,9,0.41,59.1,0.3,4.8,0.38,0
STU_11000,LGS,8,Telefonla Dağılan,512,24.9,2,0.74,51.7,0.42,5.7,0.3,0
STU_11001,YKS_TYT_AYT,11,Kaygıyla Erteleyen,508,22.0,2,0.81,68.4,0.96,9.9,0.59,0
STU_11002,YKS_TYT_AYT,12,Başlayamayan,86,16.5,3,0.02,54.0,0.69,7.7,0.62,1
STU_11003,YKS_TYT_AYT,12,Başlayamayan,59,20.7,0,0.23,64.3,0.82,6.7,0.39,0
STU_11004,YKS_TYT_AYT,11,Telefonla Dağılan,398,16.4,5,0.77,62.2,0.47,6.1,0.55,0
STU_11005,YKS_TYT_AYT,12,Geceye Kayan,573,51.3,5,0.27,71.1,0.51,2.9,0.92,0
STU_11006,YKS_TYT_AYT,Mezun,Yarıda Bırakan,341,20.5,1,0.23,43.1,0.29,3.6,0.19,1
STU_11007,YKS_TYT_AYT,12,Yarıda Bırakan,294,15.5,4,0.23,44.3,0.27,6.9,0.38,1
STU_11008,LGS,8,Telefonla Dağılan,461,19.7,15,0.78,72.8,0.29,1.1,0.35,1
STU_11009,YKS_TYT_AYT,12,Geceye Kayan,592,19.9,4,0.56,71.4,0.26,5.0,0.96,0
STU_11010,LGS,8,Kaygıyla Erteleyen,363,24.4,1,0.73,63.4,0.87,7.4,0.15,0
STU_11011,YKS_TYT_AYT,Mezun,Geceye Kayan,576,34.4,1,0.71,80.2,0.33,7.3,0.83,0
STU_11012,YKS_TYT_AYT,12,Başlayamayan,146,12.4,1,0.44,52.8,0.87,7.4,0.54,1
STU_11013,LGS,8,Başlayamayan,178,16.0,1,0.41,16.0,0.8,7.3,0.43,0
STU_11014,YKS_TYT_AYT,12,Telefonla Dağılan,497,20.7,8,0.94,39.2,0.51,4.3,0.42,0
STU_11015,YKS_TYT_AYT,12,Kaygıyla Erteleyen,293,28.0,2,0.88,65.7,0.96,8.0,0.49,0
STU_11016,LGS,8,Yarıda Bırakan,210,14.8,3,0.31,70.9,0.42,3.8,0.89,1
STU_11017,YKS_TYT_AYT,11,Yarıda Bırakan,372,23.7,1,0.54,52.0,0.53,6.3,0.43,0
STU_11018,YKS_TYT_AYT,Mezun,Kaygıyla Erteleyen,289,33.5,1,0.86,60.2,0.5,10.0,0.65,0
STU_11019,LGS,8,Başlayamayan,37,14.7,1,0.21,49.9,0.5,6.7,0.51,0
STU_11020,YKS_TYT_AYT,12,Yarıda Bırakan,216,15.5,4,0.74,45.2,0.34,6.7,0.57,0
STU_11021,LGS,8,Telefonla Dağılan,579,19.9,6,0.42,55.3,0.62,5.8,0.24,1
STU_11022,YKS_TYT_AYT,11,Telefonla Dağılan,599,28.0,7,0.65,51.6,0.3,4.0,0.34,1
STU_11023,YKS_TYT_AYT,12,Telefonla Dağılan,582,32.7,7,0.59,76.8,0.47,3.0,0.2,1
STU_11024,YKS_TYT_AYT,12,Yarıda Bırakan,207,16.5,4,0.25,31.1,0.63,1.9,0.29,1
STU_11025,YKS_TYT_AYT,12,Telefonla Dağılan,472,23.7,3,0.52,49.1,0.66,2.5,0.52,0
STU_11026,YKS_TYT_AYT,12,Telefonla Dağılan,436,25.6,11,0.77,76.1,0.49,2.9,0.47,1
STU_11027,YKS_TYT_AYT,12,Telefonla Dağılan,382,26.2,1,0.93,48.6,0.54,5.0,0.33,0
STU_11028,LGS,8,Telefonla Dağılan,459,26.0,6,0.51,71.9,0.61,5.0,0.77,1
STU_11029,YKS_TYT_AYT,12,Yarıda Bırakan,271,13.7,5,0.3,39.7,0.69,4.7,0.08,0
STU_11030,LGS,8,Başlayamayan,87,12.0,2,0.21,64.0,0.85,9.1,0.54,1
STU_11031,YKS_TYT_AYT,12,Başlayamayan,115,4.7,1,0.36,80.5,0.76,7.5,0.43,0
STU_11032,LGS,8,Yarıda Bırakan,311,18.5,4,0.26,47.7,0.42,5.1,0.26,1
STU_11033,LGS,8,Telefonla Dağılan,648,21.6,8,0.56,34.9,0.07,4.1,0.78,0
STU_11034,LGS,8,Kaygıyla Erteleyen,413,28.9,2,0.72,76.1,0.37,9.0,0.13,0
STU_11035,YKS_TYT_AYT,12,Telefonla Dağılan,294,33.4,6,0.46,59.7,0.46,6.8,0.49,1
STU_11036,LGS,8,Kaygıyla Erteleyen,220,23.9,0,0.75,79.7,0.75,9.6,0.12,1
STU_11037,YKS_TYT_AYT,12,Yarıda Bırakan,237,20.5,3,0.37,53.5,0.28,3.8,0.5,0
STU_11038,LGS,8,Yarıda Bırakan,303,15.8,4,0.69,62.6,0.71,6.4,0.31,0
STU_11039,LGS,8,Yarıda Bırakan,212,20.8,4,0.48,59.6,0.72,6.0,0.49,0
STU_11040,YKS_TYT_AYT,12,Başlayamayan,120,13.6,3,0.23,61.7,0.4,6.1,0.37,1
STU_11041,YKS_TYT_AYT,11,Başlayamayan,61,6.9,2,0.49,61.2,0.6,5.7,0.25,1
STU_11042,LGS,8,Telefonla Dağılan,347,27.0,5,0.7,62.3,0.51,4.6,0.75,0
STU_11043,YKS_TYT_AYT,Mezun,Geceye Kayan,545,31.6,5,0.46,70.0,0.22,5.4,0.85,0
STU_11044,YKS_TYT_AYT,12,Başlayamayan,163,16.4,1,0.22,59.8,0.48,9.1,0.6,0
STU_11045,YKS_TYT_AYT,12,Başlayamayan,98,11.7,2,0.27,33.1,0.91,10.0,0.32,1
STU_11046,LGS,8,Kaygıyla Erteleyen,392,31.8,3,0.64,64.1,0.55,9.7,0.23,0
STU_11047,LGS,8,Yarıda Bırakan,173,18.7,5,0.47,58.4,0.92,5.2,0.19,1
STU_11048,YKS_TYT_AYT,12,Kaygıyla Erteleyen,411,9.9,3,0.9,37.4,0.67,9.7,0.4,1
STU_11049,LGS,8,Telefonla Dağılan,413,25.0,9,0.33,36.9,0.04,4.0,0.49,0
STU_11050,YKS_TYT_AYT,11,Geceye Kayan,711,28.8,6,0.65,77.0,0.58,3.4,0.68,0
STU_11051,YKS_TYT_AYT,Mezun,Yarıda Bırakan,136,23.7,4,0.16,56.6,0.59,6.0,0.11,0
